gene	capillary.endothelial.cell	CD4.positive..alpha.beta.T.cell	CD8.positive..alpha.beta.T.cell	endothelial.cell	endothelial.cell.of.artery	fibroblast	macrophage	mast.cell	natural.killer.cell	neutrophil	pericyte	smooth.muscle.cell	vein.endothelial.cell
GABARAPL2	187.251711369895	246.979080014631	235.3653371748	391.935249157402	317.845740205207	422.166949112168	191.697127004893	113.315173085137	0	0	329.748087859491	209.576672267184	774.65458863538
GABBR1	153.882818266121	105.519848987035	91.3191041676337	182.618877632249	0	58.8817647848853	70.1948053273134	56.7325661784512	0	0	59.0000903023076	64.1829184205326	231.379567585248
GABPA	16.7311310865829	43.9316083308167	69.1645621171733	60.5816003200775	123.853496247049	45.181550828455	8.67123721183618	0	0	0	11.0078079857204	115.234638179769	347.060707316727
GABPB1	226.097497072926	24.9082225544194	213.620617297535	34.9927160264255	0	29.2221663339777	35.1872695379343	223.139632763632	0	0	41.2014034135994	0	0
GABPB1-AS1	324.314864257453	158.255956374367	135.791002141033	99.4449214109685	0.71726973309795	130.56959187705	67.4644412851479	0	439.316640600329	0	67.4485361607535	0	0
GABPB2	0	270.255592327291	138.142757450538	163.714394241927	123.72265418462	203.565272994249	38.9461446207647	166.236714002392	239.863607927629	0	138.758001664536	339.451758312709	0
GABRE	0	0	0	0	0	2.8483173115946	0	0	0	0	80.4626320147657	9.04484581406362	0
GADD45A	262.965471138877	90.5841844141552	48.586762400741	277.37442599045	0	108.478002210177	115.83901177448	221.920615113385	0	0	178.025830575797	469.048018711397	0.346289573601494
GADD45B	971.507283620121	575.799615429193	388.738235991217	720.449571690722	786.798734482594	806.884639362955	590.216777240305	844.30412353924	419.860296871169	0	1087.59631530462	797.795859697066	0
GADD45G	11.7149301150261	45.0923513584148	0	0.0808150216646028	0	10.2628545430529	0	0	0	0	11.514648758909	52.1427981666269	0
GADD45GIP1	80.8701271295453	107.874525141006	152.137525397121	83.8256325135337	125.511383196984	240.935552424349	164.28049858793	0	0	0	181.48755701032	370.13591870426	0
GAK	191.476071325322	57.6250352663825	97.9963582901507	0	113.640514517403	8.51110647650375	159.018599018704	0.102561756544514	0	576.93436514022	6.63356352220242	52.6817011678521	52.2789353568637
GAL	0	0	0	0	0	6.20447848381262	0	0	0	0	0	0	0
GAL3ST4	0	0	0	0	0	41.8681455587572	44.2282928266379	0	0	0	63.3005955080663	0	0
GALC	85.0323743310073	3.78797840599733	66.0663072283729	0	0	72.235367204431	2.73464335988994	59.3376901471427	0	0	11.300082477562	33.0675307256047	0
GALE	0	0	0	30.8099221621354	0	0	174.440284291761	148.24125273973	0	0	0	0	0
GALK1	114.276401314497	43.3294974746909	123.297018374819	17.9462665312696	0	44.7164200972775	23.2974771260566	0	0	0	66.060376191836	19.1943777756403	0
GALK2	0	71.4810590232216	156.86004245427	57.0986776040932	0	52.0251375676125	98.5575220103367	197.720838337051	0	86.9143438593807	100.516443067902	21.2954231410895	0
GALM	234.233861096953	104.495728918747	87.9098183735396	34.5906123840705	0	41.1514664962659	19.7310034913061	3.35249929480449	286.280833580336	0	37.9240104722524	0	0
GALNS	0	61.0096375707775	0	0.0231832740844163	0	32.160438737993	15.4336646970306	0	0	0	0.103375771656606	0	0
GALNT1	0	37.3051843806647	132.954334138786	38.228279867282	19.5847984553253	209.525138396442	50.9078159475703	187.258063529301	10.5079473483148	0	54.468529502237	128.961599418286	0
GALNT10	102.619230378974	153.204626266685	38.7952268530229	148.830287010955	0	86.9369143753534	35.768864824469	0	0	0	19.0057327999174	116.579316268651	0
GALNT11	176.463903332734	0	28.4980695570342	50.6724254780896	0	60.7676902019336	16.5734327885544	71.3198329978485	55.203707618312	0	21.5062257991491	0	0
GALNT12	0	0	0	0	0	47.2185134052893	0	0	0	0	0	0	0
GALNT13	0	0	0	0	0	0	0.111311155445908	0	0	0	0	0.1527667701166	0
GALNT2	27.3091638730864	0	0	112.497051499911	0	102.887163165092	114.21326388492	0	0	0	31.9125884400929	9.26983165769808	90.9786177589064
GALNT3	0	0	0.106209908371832	0	0	0	0	0	276.277734656252	0	0.0123142600642343	0	0
GALNT5	0	0	0	0.0192288350409634	0	0.01468532325938	0.0719108591899964	0	0	0	0	0	0
GALNT6	0	87.852864815117	253.44511668013	10.7414700407021	0	0.00538278703552846	5.42183553138591	0	0	0	0	0	0
GALNT7	0	34.5277622439704	16.6464395541629	0	0	9.12149319586043	103.475617413224	0	13.4018530372488	0	8.65630594770079	54.0150382789355	0
GALNT8	0	0	0	0	0	10.843127979811	0	0	0	0	0	0	0
GALNTL6	0	0.045065666717184	0	0.0580724574790195	0	0.214188470241639	0	0	0	0	0.0570003262918905	0	0
GALT	44.0049095135243	22.4498963298582	111.03028095269	14.4019920050939	185.293662350039	23.512335737461	27.3130267661945	0	207.15303272302	0	19.0059263527462	0	307.582466108231
GAMT	0	0	0	10.9543506694257	0	53.4595845471377	11.4971438322203	0	0	0	102.482727330034	225.601433668907	0
GAN	0	69.3758850804981	57.489267046338	106.043902122272	408.717522449538	24.0580217617664	53.5529319975053	64.1318890322665	0	0	51.3560149831907	79.8291143725051	356.924303141904
GANAB	65.7295437840169	149.846125339453	19.5213619559545	35.473041260272	3.00580954072505	117.835016731049	74.5197949603486	34.0681456044442	13.4018530372488	0	79.8909468476275	61.1641507460942	175.97986105865
GANC	0	106.617721330314	0	6.19430965818212	0	11.6194775028796	48.7425372927454	197.254274504585	0	0	22.5903690650316	37.8637855086798	1.98625599653568
GAPDH	892.89551741781	749.555569681105	1420.39944878116	830.55807478672	725.908583958266	708.778031610514	853.19227098653	550.453032334792	1262.41339264723	86.9718963888756	1001.61455846372	1454.2155345417	1132.14299377148
GAPVD1	99.6849215155866	21.8182058951049	68.8463463172811	64.6417764029695	0	61.7368933934174	122.239952681302	52.3848055364224	281.645554692277	0	28.3479688201605	46.6304965014273	0
GAR1	48.2950087345778	0	0	73.1201519746604	0	14.1272630051397	0	0	0	0	0.950797951615918	0	0
GARNL3	0	23.4716265390804	26.2281250994899	0	0	21.6387889086568	0	0	0	0	26.4964814847308	151.047551836894	0
GART	0	36.2445506523304	65.7768330119692	20.5158525366435	0	110.80897979677	115.984838828377	11.1026349626032	0	0	56.7923942447803	59.3880699138443	233.883732819875
GAS1	0	0	0	0.225125006704597	0	501.333810223614	0	115.021666241892	0	0	0.103375771656606	0	0
GAS2	0	4.38123280314841	56.5583524252608	20.4789527827528	0	1.23931354825525	0	0	0	0	24.6955743820813	9.81808200096313	0
GAS2L1	115.600959595302	0	0.106209908371832	0	0	13.0095358844137	0	0	0	0	7.03459391379996	2.02319480436067	0
GAS2L3	0	0	0	0	0	0.0871458338852282	187.388006680244	0.236510060262547	0	0	0	0	52.5409710853409
GAS5	294.732506818093	424.931771025461	476.437460931845	635.793510871708	271.478100941151	316.885796830382	125.693991650023	473.382748328227	529.890883143381	0	430.282921269911	214.139404041894	437.903034609282
GAS6	57.9575803372396	0	2.07511700568549	257.942731648454	276.773212513251	284.588359285588	189.816519793996	0	0	0	120.099044608909	290.983802689449	436.548290767353
GAS7	0	46.161404218701	0	27.5628173039167	0	282.475775192096	197.885209984915	131.438889722996	0	0	0	0	0
GAS8	0	0	0	6.18051036782365	0	12.1739337390331	1.40007840833817	0	0	0	17.8891872556133	0	0
GATA2	95.0076499431405	0	0	34.4865288161487	0	0	0	534.645045440688	0	0	0	0.127672933412484	297.507351896638
GATA3	91.0105334621034	252.686979382165	244.514976660558	9.16657870607728	0	0.0299382862818674	0	0	44.5826085120166	0	0	0	0
GATA6	0	2.47421636934031	0	22.2250886716968	332.548711246433	209.288454049	0	0	0	0	92.3514093371936	178.827394924763	132.545506624055
GATAD1	0	39.0641239138146	0	108.774114911997	0.179682404679944	68.0858794160193	134.982306314997	80.0908829113686	45.8538151869428	0	103.303971550885	90.8218921902808	398.106793002713
GATAD2A	192.84102841547	12.9582426636607	0	146.158373367621	61.2648627596425	51.0437591572798	258.20469710501	0	0	0	70.9570183339571	10.335147378834	0
GATAD2B	0.726312053829014	81.1166339505711	39.2326665654131	24.2883473056254	0.261465942224449	35.4444521003626	30.1776364730463	52.743475975267	11.2369058063058	0	28.6757221368744	15.6515735971059	155.918514643726
GATC	0	48.3369199489662	96.971039121046	7.28629520331406	23.7664919750059	22.8199840012653	15.2542273644644	180.124789198814	0	86.9143438593807	35.1596409595806	65.3465075467714	125.352090283791
GATM	0	0	0	80.8606493042944	0	0	146.31237450571	0	0	86.9718963888756	0	0	0
GBA2	21.3314792681491	0	23.5148971382946	99.4870293122653	0	11.8516356504649	119.827158446358	106.374256472889	0	0	0.726665135936639	116.36416828968	0
GBAP1	0	0	7.96757413859162	29.9475593451216	0	3.24355408576332	7.05374661697299	0	208.042242381683	0	1.16709707632853	18.395174044672	1.38133070108643
GBE1	0	69.8003561804574	100.645887992557	23.3466800305066	0	148.618484279814	39.0327572024273	155.415396294512	0	0	49.7831965286829	251.374723583418	0
GBF1	130.668915914278	117.820785960998	19.1913297139417	1.3602942799954	145.69340851635	69.2713909089094	289.829856387259	0.472212106472708	0	3758.40198085847	83.9000805949936	45.8241806501587	0.398711429884845
GBGT1	0	0	0	0	0	16.4869543461755	3.35845836771207	41.8621661230611	0	0	4.47565225112537	0	0
GBP1	0.182091905994852	114.525521509904	59.0154787650361	228.271476691	0	47.4672336283985	13.1728754081438	0	322.732120662961	0	62.9740734822988	101.018081075611	5.80152717899846
GBP1P1	0	1.1271448839707	0.94205241953731	36.9062724813928	0	65.7951248123593	1.50062382971144	0	0	0	51.6503495339746	8.69945917984355	0.398711429884845
GBP2	174.784175825872	36.5577526277866	218.525825257905	194.702342859677	234.132300052766	144.419618580724	137.343529583799	63.9955741600139	5.96996834647324	0	302.208470628034	72.8648590547968	490.924246333544
GBP3	163.242915572185	5.15736648803684	45.1627975836849	2.57755959338965	0	8.35664374378784	36.9180911448336	0	0	0	0.239960874385358	0.625437051808202	0
GBP4	0	41.8400207405304	0	84.5186906102837	271.667357957019	12.2344008671391	0	0	288.55879418038	0	0	0	90.9033627033886
GBP5	0	458.007351409908	79.1934327226188	41.5086570450117	0	0.00891991266687891	0.0612464180874481	0	85.7639852853071	0	0.0187127729197831	0	0
GBP7	0	0	0	0.681834060444261	0	0.00824410832603495	26.6247186973062	0	0	0	0.0261691633788163	0	0
GCA	257.865122386035	0	0	90.931030160466	0	13.538059097131	202.182400725999	0	0	3070.59942938229	61.8425749700471	15.8834992937869	0
GCAT	0	0	0	17.5511920526047	0	36.299887160388	0.401134672734262	0	0	0	22.5548821417166	0	0
GCC1	0	0	0	11.6426100617511	0	0.00833992932459024	13.7111855379058	0	35.9639708299369	0	0.0187127729197831	0	0
GCC2	400.564543272407	123.636755033978	281.741972078482	268.264944350517	167.340304880132	120.200599497232	211.936023013952	41.0605543462324	133.097809749475	0	124.939680066558	218.566678259562	1.72507478475415
GCDH	0	76.5805458686053	12.3066275226631	0	0	28.6160792686078	0	0	225.29653705226	0	0	79.1277038757237	18.355908878632
GCFC2	0	0	57.9845973532659	78.0917520017814	70.0966132835367	23.5349651134242	19.9173420242264	0	359.777121773323	0	22.8939122181943	0	1.38133070108643
GCH1	0	0	34.5007893503676	34.3074504653875	227.950989492429	21.4348253025618	26.1236995666606	0	0	0	0	0	0
GCHFR	0	91.5492683021495	0	4.51470102977663	70.2458112703514	29.5586578035413	0	0	0	0	0	0	0
GCLC	0	65.4837060825039	46.0780493366763	7.53575802130028	0	29.8912554706088	16.0628678203046	0	228.6526165397	0	0	0	0
GCLM	0	107.727429951658	138.21429761472	49.6986818675071	80.9546188109433	78.404676842103	5.00133246355925	0	0	0	32.8282770025731	32.7702970979051	0
GCNT1	0	0	0	2.88180090856614	339.91095176624	0.019171034040893	150.535910999326	0	0	0	0	10.4324578164736	0
GCNT2	0	24.0453933668147	0.288084404419726	2.23003286423829	0	12.9633617517253	0.111597283798079	0	0	0	0	0	0
GCNT4	0	0	0	85.630290579589	203.150430029503	12.2893951962303	42.5867987675451	177.789798453405	0	0	37.2621871560288	175.548201791739	0
GCOM1	0	1.92518769513063	0	0.170264357367206	0	3.47974402263685	0	0	0	0	0.043572839060846	0	0
GCSAM	0	59.2930874478656	52.7398821126851	0	0	0	0	0	128.053970627524	0	0	0	0
GCSH	0	16.0717147952874	0.111127792495235	27.4330170896166	77.3169275948469	20.1829533936791	0	0	0	0	48.880190462941	49.6260148888471	0
GDA	0	0	0	0.15500466647165	0	0.00718417955508276	0	0	0	0	0.0180187325126692	0.0817692858513471	0
GDAP1	0	0	0	3.24939465073868	0	4.74390297028953	0	0	0	0	0.196636363635794	2.19892900414658	0
GDAP2	0	0.641456624676753	7.97211866784971	30.5359945369086	256.811798936198	17.7190071984288	0	146.60648384063	0	0	48.3675216601401	55.1068925789044	39.5340790288651
GDE1	0	44.7034956930361	80.9687629554078	84.754453911558	0	128.07014161564	54.1981364965763	0	0	0	60.2746035252635	38.9717381602468	0
GDF10	0	0	0	0	0	39.2584343680271	0	0	0	0	0	0	0
GDF11	0	36.313332047838	0	1.53440393343339	0	5.00485562157621	29.6428262019546	0	1.21333173335133	0	32.7795066867229	4.10161498411971	329.507596346709
GDF15	0	0	0	49.7278968102254	0	29.6515185784656	30.2180706896992	8.27209399047631	0	0	0	0	0
GDF7	0	0	0	0	0	0	0	0	0	0	12.551020075604	126.058454580179	0
GDF9	0	0	0	0.0192288350409634	0	0.0492917075288426	0	0	0	0	0.393762902565409	0	0
GDI1	92.8229399433339	46.4566620750219	16.2710650029109	11.865884186059	4.3722743519726	38.2006209758239	434.851814170592	92.8029607622268	0	0	39.3905969871205	82.7111297056488	155.593072202212
GDI2	293.071976442509	162.220541289349	487.095425319712	205.197582219691	704.365893831748	491.615680311489	210.246540226784	291.995937763458	539.721490535839	0	361.22111139003	401.780342396608	590.940664872491
GDNF	0	0	0.0805073539387038	0	0	0.395153929597504	0	0	0	0	0	0	0
GDPD1	0	0.322388271739063	58.7744503803805	18.7677894179409	0	11.3348543716942	5.21023530228302	0	0	0	16.0185287773726	0	0
GDPD5	0	4.99329571273171	6.72069381858847	26.6674176154252	0	48.3011758580154	0	0	0	0	16.1920568579175	1.28733671868933	0
GDPGP1	23.4979711833389	9.08228103204987	65.7757533021628	1.42938394592364	0.441148346904393	17.3057419851069	8.17093799157029	0.911000644073791	0	0	22.1658146233292	10.491239820128	0
GEM	0	0	0	0	0	109.330957186353	188.118040469286	0	0	0	295.630761560852	238.385172003483	0
GEMIN2	0	57.6514874761502	0	0	93.7840847220335	55.4056898994613	0	0	0	0	30.8588544563339	0	0
GEMIN4	0	35.561366604348	93.6408408960291	45.2909435745056	0	46.2009148277963	0	0	0	0	10.5789773784337	10.8597525002784	0
GEMIN5	0	0	0	47.6773427704935	0	41.9739112367661	8.6227077766203	0.102561756544514	246.168641218382	0	59.0061788741124	13.1959870871852	0
GEMIN6	0	26.5013253568422	0	0	206.562668176491	42.0759430364091	9.04040941341923	184.808527969118	364.732437210569	0	71.0722291216363	10.1369658004109	15.3012207445089
GEMIN7	0	18.2134365627227	11.0471900007051	2.67981065342048	0	5.42511890709829	0	0	0.405841382706936	0	5.33019570989045	0	0
GEMIN8	0	28.1725021461038	0	106.021633447458	153.53354657593	29.5622532840542	0	0	0	86.9143438593807	23.3139984456933	0	0
GEN1	0	0	0.114021632432918	0	0	9.15608465757544	0	348.524748596971	348.189430367562	0	0.564905604412914	0.0296229026095001	0
GET4	0	3.04909702388287	0	13.7090122519025	0	4.40337929269061	5.91055926982677	0	0	0	4.03617607278185	0.183126426583839	71.4266867639549
GFER	0	2.6630395164841	0	0	0	11.4775926325379	0	0	0	0	0.319830817689362	0	0
GFI1	0	181.356493956681	181.359507498336	0	0	0	0.06463998927857	0	0	0	0	0	0
GFI1B	0	0	3.07914423221716	0	0	0	0.440079352316725	0.941215617434237	0	0	0.0393187422658918	0	0
GFM1	342.815099905829	40.9510681941069	144.912420338781	123.486756260638	80.053941768675	63.9476471666641	21.143996217694	0	0	0	26.2526424119631	25.5624413588735	100.739074307927
GFM2	0.191163673922196	0.109749099182739	0	0.0713986561890173	0	10.1960485110373	7.87517332340997	142.280438491002	0	0	52.4083422777148	0	0
GFOD1	337.603404958133	10.1818943988771	0	387.999813639095	1044.90792582988	6.48771897294734	67.2007775891145	107.934496566523	0	0	28.273714450054	80.9822228429079	292.530785255987
GFOD2	244.463848093908	38.5135781069025	18.7310897705478	89.3489230643083	0	13.5812912051341	74.7039247917343	9.95057552134319	0	0	6.4217968280822	4.91423296874658	529.887293105646
GFPT1	0	32.0269502527173	63.0672832751421	2.53180926377136	0	63.054241624269	3.72533122319685	8.32419771299937	0	0	41.3322095805709	206.693258477211	0
GFPT2	0	53.2974314240673	0	0	0	285.48503503295	0	0	0	0	25.1807640447512	0	0
GFRA1	0	0	0	0.0398221989393191	0	365.321372706344	0.0698329219871973	0	0	0	58.3573289462967	0	0
GGA1	0	81.3802025120583	0	29.3196343679931	122.196264867897	2.84023806506776	115.935055668809	0.472212106472708	0	0	29.8054413520489	49.843165007108	0
GGA2	385.890639730335	0.713332447478735	57.6339996844687	64.0241406798337	0	55.3780899573526	158.998988324432	0	0	0	107.222135047237	0	172.607052052236
GGA3	0	2.61344090371576	64.694979541924	0	0	8.52083330319519	259.896345341817	0	0	0	34.6140960891237	30.5924150702045	0
GGCT	0	0	56.1791594866519	51.2296776546674	492.741210393186	54.5301585333816	56.879712889344	165.018764219216	0	0	49.2071565144559	37.7697449569207	11.2748091406644
GGCX	160.628399951924	24.9253539658311	0	32.6093062381347	0	84.8407946418098	83.9635697513187	4.47593771680037	0	0	31.4641124287003	0.264279036503039	55.3450794250549
GGH	170.822196408777	81.2533241042365	0	47.0866510613568	183.988289882351	36.0635606266195	0.994303183349245	158.60168752897	0	0	30.9727303252681	0	0
GGNBP2	561.742535721644	328.163675883651	334.30137851098	120.98701475849	567.217122978385	180.185506384727	135.577117763409	291.930417540543	183.253608836943	0	236.071761786863	54.7131908006171	0
GGPS1	0	141.195704603499	0	69.8724805235182	28.759794418921	90.6759097770986	86.9929632143709	0	393.23198772366	0	73.867999439758	0	327.050039987073
GGT1	0	0	0	0	0	0.826081410929442	0	0	0	0	0.48975549208362	0	0
GGT3P	0	0	0	0	0	0.123376450362882	0	0.236510060262547	0	0	0	0	0
GGT5	95.9383536658706	0	0	87.4136547028376	0	193.453937176971	19.7413057019846	0	0	0	534.323033026159	253.852736551785	167.092377598119
GGT7	0	0	72.5716840052911	0	0	2.14564388454257	0	15.1480899175211	0	165.352911093106	11.2812597510479	0	392.959794454093
GGTLC2	0	0.0458790546728199	0	0	0	0.0505660197826271	0	0	0	0	0	0	0
GHDC	0	22.4978766618155	37.1672492502368	30.2183056466294	6.31965029369767	14.1356840975802	4.20982505624711	0	151.465920854481	0	0	17.9347603101576	0
GHITM	473.977598038532	298.681036847562	513.304038070789	426.185274468567	0	417.568747043589	151.367954688042	570.931257744998	0	0	581.57472679615	557.054170202813	346.897870828316
GHR	0	0	0.111127792495235	0	0	70.665585204916	99.0797117855429	0	0	0	4.13951159761645	25.2701891905968	0
GID4	0	0	0	0	0	11.6858716918529	35.8475479074367	0	0	0	0	88.4958548847548	0
GID8	0	154.503712423874	83.2252555121857	121.983783493535	0	50.8181108189729	121.960916098449	0	0	0	36.1141097165129	122.741536877922	422.036543728548
GIGYF1	8.70767655720035	121.243725023953	74.5116753230658	89.2258539681885	254.630424221691	52.4773704006532	113.87426346385	97.8035088202399	1.21333173335133	983.774513861484	24.3792645896983	41.6224881190754	0
GIGYF2	36.392249197588	243.664707368225	53.0956941808923	68.3223730581107	220.449714259751	59.9408561834547	194.43198839922	157.040394666302	272.081147850547	0	43.7589684265523	135.772348965986	0
GIMAP1	0.233515735958199	186.618711821348	0.715615801197981	331.633879109574	505.036079225856	0	45.3109073327178	0	0	0	26.5059059624796	0	157.395690845757
GIMAP2	0	95.2438026811036	79.2760041437117	106.695578140328	0	0.0165508551843447	116.341098137041	0	0	0	0	0	0
GIMAP4	448.800560463184	324.06006330895	715.501698287318	593.428693729727	695.878742359258	0	160.059134580111	0	413.820287762222	0	0	0	589.337070182971
GIMAP5	37.8053280633822	58.4474611039667	69.5283438181278	90.3746961074482	0.538316609449398	0	0	0	0	0	0	0	0.398711429884845
GIMAP6	658.123391186827	139.052201428853	0	258.572716451324	133.222835235455	0	43.9390222153544	0	242.232526864189	0	0	0	451.656011705951
GIMAP7	1173.72755721444	617.895628191078	794.437231689092	1166.13408425914	1054.48686844768	0	27.8633225876509	0	857.488937764713	0	0	0	1213.07223451686
GIMAP8	128.535292990645	0	0	235.72867449191	460.887465771901	0	48.9581308895053	0	0	0	0	0	192.21630862445
GIN1	9.86635124225484	50.2434530194215	0	5.91307653746267	0	6.44902905831215	0.284695650150082	0	0	0	3.11952937964972	0	0
GINM1	569.765153246232	32.6592442571286	0	141.325947155118	300.455846891473	322.24701449474	73.3453030363538	676.879761900408	0	0	156.519403404958	82.3912512242178	9.46182940274547
GINS3	0	0	0	0	0	8.98815495435156	22.3128984134535	0	0	0	0	0	0
GINS4	0	19.7977799581681	0	0.402552346222894	0	0	164.788275043383	0	0	0	0.0107715196271226	0	0
GIPC1	119.287664558551	0.479528919680139	0	22.7335741827927	0	19.2560122099787	23.1269268248851	0.731539329949155	0	0	20.8543396608449	34.1674397239795	0
GIPC2	97.9568201576497	0	0	209.490369997609	665.827725895755	10.5520835282706	0	0	0	0	0	45.3384428695698	535.32911992025
GIPR	0	8.34293629497931	0	0	0.179682404679944	0	0.354063285341006	0	1.21333173335133	0	0	0	0.346289573601494
GIT1	96.7828636417085	62.8522832360468	10.1754881952776	42.7241422928975	186.183726687559	55.5045970339207	73.634414611761	0	0	0	7.79015305187333	24.5351160929744	6.13725109769099
GIT2	649.823424478391	33.7489650646009	38.7312042025591	55.9099065875382	6.62659049766779	26.2556460452061	45.7986454306062	0	0	0	6.18868723247796	99.978745202926	0
GJA1	262.089652827022	0	0	277.747806644508	0	65.774035970153	0.297891142042806	0	0	0	0	44.9134856174385	251.757115835164
GJA4	0	0	0	0	0	0	0	0	0	0	547.970031591965	183.634825629363	0
GJC3	0	0	0	52.4464983216558	0	0	0	0	0	0	0.0393187422658918	0	13.0519434849361
GK	0	0.0535405187987703	0	0.881424086758916	0	6.64530402428366	256.046942971952	195.827776308873	270.938708400133	736.045231956259	0	0	0
GK5	0	11.5768150101406	0	6.17320436919236	3.06338598910443	75.8488033031232	4.63032289462006	0	308.440990648178	0	23.8153867492674	37.6329480133909	0
GKAP1	0	0	111.101506994915	0.561344300567214	0	6.58167474224402	0	0	60.9422747210651	0	34.7093783268094	0	0
GLA	0	82.4864499907769	111.578570429795	136.025435581661	0	62.6022156480672	366.200239390208	150.659718367059	0	0	132.674048539605	119.936480025869	0
GLB1	244.354194406002	150.252454481739	104.658901443452	82.778357032473	0	111.314821140247	81.3885519257887	285.88906481373	0	0	24.3537525492846	47.0621713516648	327.155350371334
GLB1L	0	0	47.9946585896833	0	0	78.4978056325054	1.39535885412962	0	0	0	0	0	0
GLB1L2	1.62385681779775	0.0458790546728199	0	41.740194894644	0	0	0	0	0	0	5.89265764578207	0	0
GLCCI1	0	48.8083387529337	1.30197819889728	8.75361575990282	0	19.1304738568467	23.3379303919479	0	0.268407412860409	537.574163804551	0.0446065999597071	0	0
GLCE	0	19.6889210135102	214.650000851385	19.6599859244933	0	27.3629425633115	9.58298570658084	0	69.6053847248076	0	35.6425427258921	0	69.9868274647115
GLDN	0	0	0	0	0	0	176.562586292229	0	0	0	23.5759772106044	103.175867484959	0
GLE1	0	1.04776611334257	132.444852533963	20.8644369440263	0	41.9586416837083	13.839952643142	266.018444995446	0.53616865581371	0	108.873284564972	1.12509340869027	0
GLG1	254.608527873626	393.923893994058	371.47810872891	461.725767342892	890.082368922632	587.658205092487	160.91803479153	0.24492463872258	450.264813505085	0	479.120728196936	519.216757344156	607.553583892546
GLI3	0	0	0	21.3544892224812	0	78.8152323177481	0	0	0	0	35.2913561752768	0	0
GLI4	0	0	0	7.16081648407269	0	3.76363521268463	28.3419387379475	0	0	0	15.1137097839188	0.20969973067668	0
GLIPR1	1.06284120167184	377.950956891923	380.037248965844	2.8580363317468	4.57176671113691	169.549704117864	215.799631402691	147.521216670433	304.005424535182	0	125.760038838545	120.55209233606	0
GLIPR1L1	0	0	0	0	0	11.2162540227141	0	0	0	0	3.36702140780261	0	0
GLIPR1L2	0	0	0	0	0	7.93700770919808	0	0	0	0	30.2707155217835	0	0
GLIPR2	0	359.45304597473	250.584283417311	0	105.74427461371	173.038110470597	195.864259992589	72.7378252076278	0	0	245.895582775362	165.928778767158	0
GLIS2	0	0	0	20.6832002381768	0	17.2659562937198	0	0	0	0	25.5848650793639	37.3877924211294	0
GLIS3	0	0.152416594871959	0	5.65276663438328	0	83.9080709956393	12.4444886507589	0	0	0	55.3526098597042	2.90223380319529	0
GLMN	0	153.349405463312	13.3601263996465	3.01427971451973	0	9.865844306143	1.72327388000269	167.993629500834	0	0	0	0	0
GLO1	103.177741478139	156.003323338871	58.4595261168657	55.8869740254669	0	156.709466027295	74.6803279440082	415.185022150963	0	0	337.243634268992	224.12503980858	372.30597807173
GLOD4	34.4235240909935	129.234825691209	100.979567635753	125.007960503972	0	84.5529014553399	35.8236690420272	533.300138079759	0	294.14506239921	59.0541133679951	1.94878999426792	0.79668819345054
GLRB	0	0.0584058871425487	0	0	0	4.59311452289536	0	0	0	0	0.0185978781121025	0.338949074641835	0
GLRX	157.532959360048	313.157535146779	0.0492211125904999	13.0911278166818	170.093219430519	363.678754470825	266.424164297156	248.725147494675	796.048314938659	0	129.276156409228	262.855236191126	0
GLRX2	0	128.781866051983	122.413538969062	64.5695372236389	344.087907999133	78.3642340341578	5.73861021683927	124.032909087435	0	0	33.4197274944598	166.480424630213	156.500829805837
GLRX3	103.289487397555	51.9529651053527	81.1543408412208	233.99332466835	61.425129316569	130.886961854145	108.545493266094	128.185284517662	335.033651847011	0	165.956473621441	230.389353434648	675.853373112424
GLRX5	0	0	0	5.68902588232068	273.960525362269	42.7620995370128	38.3288240915163	157.583933069557	0	0	129.921112354833	27.3856256488383	220.927937730452
GLS	6.86052046966197	43.064965429367	69.4629677729546	119.558992376827	0	64.5333354232478	52.1859516363297	0	175.367843584872	0	109.548242536663	86.6426668247293	53.1703370909328
GLT8D1	210.589375322492	164.622079378122	70.4053566492688	84.6016791662149	0	130.015118568056	80.1597194381829	0	0	0	66.6760498965036	116.40496411351	0
GLT8D2	0	0	0	0	0	245.91778721991	0	155.124692625307	0	0	26.1427163827825	113.640137855582	0
GLTP	326.474136872478	192.212760088792	150.552494345892	181.822850613384	195.124368007071	131.643710602311	129.448500712163	240.948930388083	158.74870946796	0	146.99043830279	370.766977805647	738.918863260957
GLUD1	4.61371978772029	105.695889011986	93.0095738017359	195.96682580149	0.71726973309795	119.932208318994	169.13743561224	247.094235542858	0	0	161.669471779296	155.51836923309	5.12824509151404
GLUD2	0	2.06775014902755	4.92347770832273	2.54448472685865	0	0.53545420404992	0.148809972438146	0.489183884849998	0	0	3.01360439652098	1.45596069177913	0
GLUL	488.815236773662	633.990830458621	316.519840836613	398.096860615511	202.373500872648	1171.41971262072	693.992959398683	1615.46792367209	414.849500555192	0	1215.35703727675	275.478788379314	0
GLYCTK	177.94125403154	0	0	0	0	6.87642356211998	0.297891142042806	0	0	0	1.40243464022713	0	0.346289573601494
GLYR1	0	25.0025552472858	30.1395543489168	43.1392159213078	2.30342526360311	27.5545760176686	107.402875725109	115.850042131971	265.96797309706	0	29.2977366126987	24.4152278824407	464.283707358067
GM2A	0	0	0	37.2050317244745	0	18.6592657963188	135.289625475803	0	1.60081087348711	0	14.8341706485366	0.019171561731054	0
